entryNumber, fileId, fileName, subject, dish, startTimeSeconds, endTimeSeconds, startFrame, endFrame, activity, tool, toolProperties, ingredients, ingredientsProperties, containers, containersProperties, containersSource, containersDestination, className
8258, 167, s26-d74-cam-002, 26, 74, 122.517, 123.503, 3601, 3630, openV, hand,,lid,coffee-container coffee-powder ,,,,,openVhandlid
8259, 167, s26-d74-cam-002, 26, 74, 123.673, 124.149, 3635, 3649, smellV, hand,,coffee-powder,,coffee-container,coffee-powder,coffee-container,,smellVhandcoffee powdercoffee container
8260, 167, s26-d74-cam-002, 26, 74, 124.217, 125.714, 3651, 3695, closeV, hand,,lid,coffee-container coffee-powder ,,,,,closeVhandlid
8261, 167, s26-d74-cam-002, 26, 74, 125.748, 133.265, 3696, 3917, put inV, hand,,coffee-container,coffee-powder ,counter,,counter,cupboard,put inVhandcoffee containerpaper boxcountercupboard
8262, 167, s26-d74-cam-002, 26, 74, 133.333, 144.081, 3919, 4235, take outV, hand,,cup,,cupboard,,cupboard,counter,take outVhandcupplatecupboardcounter
8263, 167, s26-d74-cam-002, 26, 74, 178.639, 182.414, 5251, 5362, take outV, hand,,teaspoon,,drawer,,drawer,plate,take outVhandteaspoondrawerplate
8264, 167, s26-d74-cam-002, 26, 74, 184.929, 188.265, 5436, 5534, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
8265, 167, s26-d74-cam-002, 26, 74, 189.217, 191.7, 5562, 5635, closeV, hand,,,,cupboard,,cupboard,,closeVhandcupboard
8266, 167, s26-d74-cam-002, 26, 74, 209.965, 212.074, 6172, 6234, readV, ,,water-reservoir,water ,,,,,readVwater reservoir
8267, 167, s26-d74-cam-002, 26, 74, 315.85, 320.204, 9285, 9413, take outV, hand,,paper-box,milk ,fridge,,fridge,,take outVhandpaper boxfridge
8268, 167, s26-d74-cam-002, 26, 74, 321.122, 323.673, 9440, 9515, screw openV, hand,,paper-box,milk ,,,,,screw openVhandpaper box
8269, 167, s26-d74-cam-002, 26, 74, 323.741, 325.238, 9517, 9561, smellV, hand,,milk,,paper-box,milk,paper-box,,smellVhandmilkpaper box
8270, 167, s26-d74-cam-002, 26, 74, 325.476, 328.537, 9568, 9658, screw closeV, hand,,paper-box,milk ,,,,,screw closeVhandpaper box
8271, 167, s26-d74-cam-002, 26, 74, 328.877, 329.455, 9668, 9685, moveV, hand,,paper-box,milk ,counter,,counter,counter,moveVhandpaper boxcountercounter
8272, 167, s26-d74-cam-002, 26, 74, 331.02, 332.619, 9731, 9778, readV, ,,water-reservoir,water ,,,,,readVwater reservoir
8273, 167, s26-d74-cam-002, 26, 74, 365.544, 367.142, 10746, 10793, turn offV, hand,,coffee-machine,,,,,,turn offVhandcoffee machine
8274, 167, s26-d74-cam-002, 26, 74, 368.333, 371.734, 10828, 10928, take apartV, hand,,carafe,coffee ,coffee-machine,,coffee-machine,,take apartVhandcarafecoffee machine
8275, 167, s26-d74-cam-002, 26, 74, 372.857, 379.285, 10961, 11150, pourV, carafe,coffee ,coffee,,carafe,coffee,carafe,cup,pourVcarafecoffeecarafecup
8276, 167, s26-d74-cam-002, 26, 74, 380.238, 381.36, 11178, 11211, readV, hand,,carafe,coffee ,,,,,readVhandcarafe
8277, 167, s26-d74-cam-002, 26, 74, 381.938, 383.741, 11228, 11281, assembleV, hand,,carafe,coffee ,counter,,counter,coffee-machine,assembleVhandcarafecountercoffee machine
8278, 167, s26-d74-cam-002, 26, 74, 384.319, 385.884, 11298, 11344, screw openV, hand,,paper-box,milk ,,,,,screw openVhandpaper box
8279, 167, s26-d74-cam-002, 26, 74, 386.598, 389.557, 11365, 11452, pourV, paper-box,milk ,milk,,paper-box,milk,paper-box,cup,pourVpaper boxmilkpaper boxcup
8280, 167, s26-d74-cam-002, 26, 74, 390, 392.414, 11466, 11536, screw closeV, hand,,paper-box,milk ,,,,,screw closeVhandpaper box
8281, 167, s26-d74-cam-002, 26, 74, 392.925, 394.319, 11551, 11592, stirV, teaspoon,,coffee,,cup,coffee,cup,,stirVteaspooncoffeecup
8282, 167, s26-d74-cam-002, 26, 74, 394.421, 395.986, 11595, 11641, moveV, hand,,teaspoon,,cup,coffee,cup,plate,moveVhandteaspooncupplate
8283, 167, s26-d74-cam-002, 26, 74, 398.265, 399.795, 11708, 11753, tasteV, cup,coffee ,coffee,,,,,,tasteVcupcoffee
8284, 167, s26-d74-cam-002, 26, 74, 402.244, 403.673, 11825, 11867, unplugV, hand,,electricity-plug,,electricity-column,,electricity-column,,unplugVhandelectricity plugelectricity column
8285, 167, s26-d74-cam-002, 26, 74, 404.319, 405.612, 11886, 11924, push downV, hand,,electricity-column,,,,,,push downVhandelectricity column
8286, 167, s26-d74-cam-002, 26, 74, 406.462, 409.183, 11949, 12029, take apartV, hand,,carafe,coffee ,coffee-machine,,coffee-machine,counter,take apartVhandcarafecoffee machinecounter
8287, 167, s26-d74-cam-002, 26, 74, 411.666, 417.993, 12102, 12288, put inV, hand,,paper-box,milk ,counter,,counter,fridge,put inVhandpaper boxcounterfridge
8288, 167, s26-d74-cam-002, 26, 74, 419.591, 426.36, 12335, 12534, put inV, hand,,coffee-machine,,counter,,counter,drawer,put inVhandcoffee machinecounterdrawer
8289, 168, s27-d21-cam-002, 27, 21, 6.19, 7.21, 181, 211, enterV, ,,,,,,,,enterV
8290, 168, s27-d21-cam-002, 27, 21, 8.197, 19.047, 240, 559, take outV, hand,,cucumber,,fridge,,fridge,counter,take outVhandcucumberfridgecounter
8291, 168, s27-d21-cam-002, 27, 21, 19.319, 27.687, 567, 813, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8292, 168, s27-d21-cam-002, 27, 21, 27.687, 29.829, 813, 876, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8293, 168, s27-d21-cam-002, 27, 21, 31.054, 37.278, 912, 1095, take outV, hand,,knife,,drawer,,drawer,cutting-board,take outVhandknifedrawercutting board
8294, 168, s27-d21-cam-002, 27, 21, 40.204, 41.53, 1181, 1220, moveV, hand,,sponge-cloth,,tap,,tap,counter,moveVhandsponge clothtapcounter
8295, 168, s27-d21-cam-002, 27, 21, 41.734, 46.258, 1226, 1359, washV, hand,,cucumber,,,,,,washVhandcucumber
8296, 168, s27-d21-cam-002, 27, 21, 46.258, 48.333, 1359, 1420, shakeV, hand,,cucumber,,,,,,shakeVhandcucumber
8297, 168, s27-d21-cam-002, 27, 21, 49.251, 49.931, 1447, 1467, moveV, hand,,knife,,cutting-board,,cutting-board,counter,moveVhandknifecutting boardcounter
8298, 168, s27-d21-cam-002, 27, 21, 50.816, 59.659, 1493, 1753, take outV, hand,,chefs-knife,,drawer,,drawer,,take outVhandchefs knifedrawer
8299, 168, s27-d21-cam-002, 27, 21, 64.115, 75.816, 1884, 2228, sliceV, chefs-knife,,cucumber,,cutting-board,,cutting-board,,sliceVchefs knifecucumbercutting board
8300, 168, s27-d21-cam-002, 27, 21, 79.659, 90.034, 2341, 2646, sliceV, chefs-knife,,cucumber,,cutting-board,,cutting-board,,sliceVchefs knifecucumbercutting board
8301, 168, s27-d21-cam-002, 27, 21, 106.36, 140.68, 3126, 4135, cut diceV, chefs-knife,,cucumber,sliced ,cutting-board,,cutting-board,,cut diceVchefs knifecucumbercutting board
8302, 168, s27-d21-cam-002, 27, 21, 140.68, 143.129, 4135, 4207, moveV, hand,,cucumber,diced ,counter,,counter,cutting-board,moveVhandcucumbercountercutting board
8303, 169, s27-d27-cam-002, 27, 27, 5.952, 8.707, 174, 255, enterV, ,,,,,,,,enterV
8304, 169, s27-d27-cam-002, 27, 27, 8.843, 11.088, 259, 325, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
8305, 169, s27-d27-cam-002, 27, 27, 11.122, 18.571, 326, 545, take outV, hand,,onion,,cupboard,,cupboard,counter,take outVhandonioncupboardcounter
8306, 169, s27-d27-cam-002, 27, 27, 21.122, 23.809, 620, 699, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
8307, 169, s27-d27-cam-002, 27, 27, 23.809, 28.367, 699, 833, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8308, 169, s27-d27-cam-002, 27, 27, 28.367, 29.251, 833, 859, moveV, hand,,onion,,counter,,counter,cutting-board,moveVhandonioncountercutting board
8309, 169, s27-d27-cam-002, 27, 27, 29.421, 30.476, 864, 895, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8310, 169, s27-d27-cam-002, 27, 27, 32.959, 37.653, 968, 1106, take outV, hand,,chefs-knife,,drawer,,drawer,,take outVhandchefs knifedrawer
8311, 169, s27-d27-cam-002, 27, 27, 38.231, 42.993, 1123, 1263, cut off endsV, chefs-knife,,onion,,cutting-board,,cutting-board,,cut off endsVchefs knifeonioncutting board
8312, 169, s27-d27-cam-002, 27, 27, 45.612, 49.931, 1340, 1467, cut apartV, chefs-knife,,onion,,cutting-board,,cutting-board,,cut apartVchefs knifeonioncutting board
8313, 169, s27-d27-cam-002, 27, 27, 54.761, 62.346, 1609, 1832, peelV, hand,,onion,half ,cutting-board,,cutting-board,,peelVhandonioncutting board
8314, 169, s27-d27-cam-002, 27, 27, 63.129, 81.428, 1855, 2393, peelV, hand,,onion,half ,cutting-board,,cutting-board,,peelVhandonioncutting board
8315, 169, s27-d27-cam-002, 27, 27, 82.346, 85.374, 2420, 2509, peelV, hand,,onion,half ,cutting-board,,cutting-board,,peelVhandonioncutting board
8316, 169, s27-d27-cam-002, 27, 27, 87.517, 100, 2572, 2940, sliceV, chefs-knife,,onion,half peeled ,cutting-board,,cutting-board,,sliceVchefs knifeonioncutting board
8317, 169, s27-d27-cam-002, 27, 27, 109.217, 123.265, 3210, 3623, cut diceV, chefs-knife,,onion,half peeled sliced ,cutting-board,,cutting-board,,cut diceVchefs knifeonioncutting board
8318, 169, s27-d27-cam-002, 27, 27, 123.265, 125.374, 3623, 3685, scratch offV, hand,,onion,peeled diced ,chefs-knife,,chefs-knife,cutting-board,scratch offVhandonionchefs knifecutting board
8319, 169, s27-d27-cam-002, 27, 27, 126.564, 132.619, 3720, 3898, sliceV, chefs-knife,,onion,half peeled ,cutting-board,,cutting-board,,sliceVchefs knifeonioncutting board
8320, 169, s27-d27-cam-002, 27, 27, 136.734, 139.965, 4019, 4114, sliceV, chefs-knife,,onion,half peeled ,cutting-board,,cutting-board,,sliceVchefs knifeonioncutting board
8321, 169, s27-d27-cam-002, 27, 27, 140.544, 152.142, 4131, 4472, cut diceV, chefs-knife,,onion,half peeled sliced ,cutting-board,,cutting-board,,cut diceVchefs knifeonioncutting board
8322, 169, s27-d27-cam-002, 27, 27, 152.142, 153.741, 4472, 4519, scratch offV, hand,,onion,peeled diced ,chefs-knife,,chefs-knife,cutting-board,scratch offVhandonionchefs knifecutting board
8323, 169, s27-d27-cam-002, 27, 27, 153.741, 162.448, 4519, 4775, purgeV, hand,,onion,peeled diced ,cutting-board,,cutting-board,,purgeVhandonioncutting board
8324, 169, s27-d27-cam-002, 27, 27, 164.013, 170.34, 4821, 5007, take outV, hand,,frying-pan,,drawer,,drawer,counter,take outVhandfrying pandrawercounter
8325, 169, s27-d27-cam-002, 27, 27, 170.918, 174.421, 5024, 5127, turn onV, hand,,stove,,,,,,turn onVhandstove
8326, 169, s27-d27-cam-002, 27, 27, 174.421, 175.612, 5127, 5162, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
8327, 169, s27-d27-cam-002, 27, 27, 175.884, 178.367, 5170, 5243, moveV, hand,,frying-pan,,counter,,counter,stove,moveVhandfrying pancounterstove
8328, 169, s27-d27-cam-002, 27, 27, 181.768, 189.183, 5343, 5561, take outV, hand,,bottle,oil ,cupboard,,cupboard,,take outVhandbottlecupboard
8329, 169, s27-d27-cam-002, 27, 27, 189.489, 191.598, 5570, 5632, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
8330, 169, s27-d27-cam-002, 27, 27, 191.598, 194.013, 5632, 5703, pourV, bottle,oil ,oil,,frying-pan,,frying-pan,,pourVbottleoilfrying pan
8331, 169, s27-d27-cam-002, 27, 27, 194.013, 195.952, 5703, 5760, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
8332, 169, s27-d27-cam-002, 27, 27, 196.292, 201.904, 5770, 5935, spreadV, frying-pan,,oil,,frying-pan,,frying-pan,,spreadVfrying panoilfrying pan
8333, 169, s27-d27-cam-002, 27, 27, 204.591, 212.755, 6014, 6254, take outV, hand,,spatula,,drawer,,drawer,counter,take outVhandspatuladrawercounter
8334, 169, s27-d27-cam-002, 27, 27, 212.755, 214.761, 6254, 6313, moveV, hand,,chefs-knife,,cutting-board,,cutting-board,,moveVhandchefs knifecutting board
8335, 169, s27-d27-cam-002, 27, 27, 218.367, 234.149, 6419, 6883, addV, spatula,,onion,diced ,cutting-board,,cutting-board,frying-pan,addVspatulaonioncutting boardfrying pan
8336, 169, s27-d27-cam-002, 27, 27, 236.156, 332.857, 6942, 9785, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8337, 169, s27-d27-cam-002, 27, 27, 339.795, 341.326, 9989, 10034, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8338, 169, s27-d27-cam-002, 27, 27, 367.755, 387.517, 10811, 11392, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8339, 169, s27-d27-cam-002, 27, 27, 387.517, 389.693, 11392, 11456, turn offV, hand,,stove,,,,,,turn offVhandstove
8340, 169, s27-d27-cam-002, 27, 27, 389.965, 428.673, 11464, 12602, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8341, 169, s27-d27-cam-002, 27, 27, 443.197, 461.122, 13029, 13556, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8342, 169, s27-d27-cam-002, 27, 27, 466.224, 469.863, 13706, 13813, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8343, 169, s27-d27-cam-002, 27, 27, 471.598, 472.823, 13864, 13900, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8344, 169, s27-d27-cam-002, 27, 27, 490.17, 492.074, 14410, 14466, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8345, 169, s27-d27-cam-002, 27, 27, 496.02, 497.21, 14582, 14617, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
8346, 170, s27-d29-cam-002, 27, 29, 5.602, 7.095, 164, 208, enterV, ,,,,,,,,enterV
8347, 170, s27-d29-cam-002, 27, 29, 7.857, 18.809, 230, 552, take outV, hand,,plastic-bag,bundle parsley ,fridge,,fridge,counter,take outVhandplastic bagfridgecounter
8348, 170, s27-d29-cam-002, 27, 29, 19.149, 23.088, 562, 678, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8349, 170, s27-d29-cam-002, 27, 29, 23.088, 25.102, 678, 737, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8350, 170, s27-d29-cam-002, 27, 29, 25.646, 28.333, 753, 832, take outV, hand,,chefs-knife,,drawer,,drawer,cutting-board,take outVhandchefs knifedrawercutting board
8351, 170, s27-d29-cam-002, 27, 29, 28.333, 30.102, 832, 884, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8352, 170, s27-d29-cam-002, 27, 29, 33.333, 44.489, 979, 1307, remove from packageV, hand,,parsley,,plastic-bag,bundleparsley,plastic-bag,,remove from packageVhandparsleyplastic bag
8353, 170, s27-d29-cam-002, 27, 29, 44.965, 51.088, 1321, 1501, washV, hand,,parsley,,,,,,washVhandparsley
8354, 170, s27-d29-cam-002, 27, 29, 51.088, 51.938, 1501, 1526, wring outV, hand,,parsley,,,,,,wring outVhandparsley
8355, 170, s27-d29-cam-002, 27, 29, 51.938, 54.591, 1526, 1604, shakeV, hand,,parsley,,,,,,shakeVhandparsley
8356, 170, s27-d29-cam-002, 27, 29, 57.653, 62.448, 1694, 1835, rip offV, hand,,chive,,flower-pot,,flower-pot,,rip offVhandchiveflower pot
8357, 170, s27-d29-cam-002, 27, 29, 67.448, 69.387, 1982, 2039, rip offV, hand,,chive,,flower-pot,,flower-pot,,rip offVhandchiveflower pot
8358, 170, s27-d29-cam-002, 27, 29, 74.115, 78.979, 2178, 2321, washV, hand,,chive,,,,,,washVhandchive
8359, 170, s27-d29-cam-002, 27, 29, 80.68, 84.251, 2371, 2476, cut apartV, chefs-knife,,parsley,,cutting-board,,cutting-board,,cut apartVchefs knifeparsleycutting board
8360, 170, s27-d29-cam-002, 27, 29, 86.36, 121.394, 2538, 3568, chopV, chefs-knife,,parsley,,cutting-board,,cutting-board,,chopVchefs knifeparsleycutting board
8361, 170, s27-d29-cam-002, 27, 29, 125.748, 127.925, 3696, 3760, cut apartV, chefs-knife,,chive,,cutting-board,,cutting-board,,cut apartVchefs knifechivecutting board
8362, 170, s27-d29-cam-002, 27, 29, 130.034, 158.877, 3822, 4670, chopV, chefs-knife,,chive,,cutting-board,,cutting-board,,chopVchefs knifechivecutting board
8363, 170, s27-d29-cam-002, 27, 29, 160.476, 173.503, 4717, 5100, chopV, chefs-knife,,parsley,chopped ,cutting-board,,cutting-board,,chopVchefs knifeparsleychivecutting board
8364, 170, s27-d29-cam-002, 27, 29, 173.775, 176.53, 5108, 5189, scratch offV, hand,,parsley,chopped ,chefs-knife,,chefs-knife,cutting-board,scratch offVhandparsleychefs knifecutting board
8365, 170, s27-d29-cam-002, 27, 29, 182.21, 187.006, 5356, 5497, washV, hand,,hand,,,,,,washVhandhand
8366, 170, s27-d29-cam-002, 27, 29, 188.095, 193.435, 5529, 5686, dryV, towel,,hand,,,,,,dryVtowelhand
8367, 170, s27-d29-cam-002, 27, 29, 195.714, 198.095, 5753, 5823, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
8368, 170, s27-d29-cam-002, 27, 29, 198.571, 207.823, 5837, 6109, take outV, hand,,bowl,,cupboard,,cupboard,counter,take outVhandbowlcupboardcounter
8369, 170, s27-d29-cam-002, 27, 29, 210.034, 235.272, 6174, 6916, addV, chefs-knife,,parsley,chopped ,cutting-board,,cutting-board,bowl,addVchefs knifeparsleychivecutting boardbowl
8370, 170, s27-d29-cam-002, 27, 29, 243.435, 247.278, 7156, 7269, throw in garbageV, hand,,chive,stem ,,,,,throw in garbageVhandchiveparsley
8371, 170, s27-d29-cam-002, 27, 29, 248.435, 253.605, 7303, 7455, packageV, hand,,bundle,parsley ,plastic-bag,,plastic-bag,,packageVhandbundleplastic bag
8372, 170, s27-d29-cam-002, 27, 29, 253.605, 265.748, 7455, 7812, put inV, hand,,plastic-bag,bundle parsley ,counter,,counter,fridge,put inVhandplastic bagcounterfridge
8373, 170, s27-d29-cam-002, 27, 29, 266.122, 269.931, 7823, 7935, throw in garbageV, hand,,chive,stem ,,,,,throw in garbageVhandchive
8374, 171, s27-d34-cam-002, 27, 34, 6.224, 6.53, 182, 191, enterV, ,,,,,,,,enterV
8375, 171, s27-d34-cam-002, 27, 34, 7.959, 14.829, 233, 435, take outV, hand,,ginger,,cupboard,,cupboard,counter,take outVhandgingercupboardcounter
8376, 171, s27-d34-cam-002, 27, 34, 14.931, 21.19, 438, 622, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8377, 171, s27-d34-cam-002, 27, 34, 21.19, 23.163, 622, 680, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8378, 171, s27-d34-cam-002, 27, 34, 23.163, 34.625, 680, 1017, take outV, hand,,knife,,drawer,,drawer,,take outVhandknifedrawer
8379, 171, s27-d34-cam-002, 27, 34, 34.667, 35.646, 1019, 1047, moveV, hand,,ginger,,counter,,counter,cutting-board,moveVhandgingercountercutting board
8380, 171, s27-d34-cam-002, 27, 34, 35.782, 37.993, 1051, 1116, cut apartV, knife,,ginger,,cutting-board,,cutting-board,,cut apartVknifegingercutting board
8381, 171, s27-d34-cam-002, 27, 34, 38.01, 38.877, 1117, 1142, moveV, hand,,ginger,piece ,cutting-board,,cutting-board,counter,moveVhandgingercutting boardcounter
8382, 171, s27-d34-cam-002, 27, 34, 39.387, 58.367, 1157, 1715, sliceV, knife,,ginger,piece ,cutting-board,,cutting-board,,sliceVknifegingercutting board
8383, 172, s27-d45-cam-002, 27, 45, 5.916, 7.108, 173, 208, enterV, ,,,,,,,,enterV
8384, 172, s27-d45-cam-002, 27, 45, 8.707, 10.544, 255, 309, openV, hand,,,,fridge,,fridge,,openVhandfridge
8385, 172, s27-d45-cam-002, 27, 45, 15.442, 17.619, 453, 517, rip openV, hand,,plastic-bag,pepper ,,,,,rip openVhandplastic bag
8386, 172, s27-d45-cam-002, 27, 45, 17.619, 21.496, 517, 631, remove from packageV, hand,,pepper,,plastic-bag,,plastic-bag,,remove from packageVhandpepperplastic bag
8387, 172, s27-d45-cam-002, 27, 45, 21.564, 28.231, 633, 829, take outV, hand,,pepper,,fridge,,fridge,counter,take outVhandpepperfridgecounter
8388, 172, s27-d45-cam-002, 27, 45, 28.469, 32.278, 836, 948, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8389, 172, s27-d45-cam-002, 27, 45, 32.482, 33.877, 954, 995, put inV, hand,,cutting-board,,counter,,counter,drawer,put inVhandcutting boardcounterdrawer
8390, 172, s27-d45-cam-002, 27, 45, 34.081, 39.047, 1001, 1147, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8391, 172, s27-d45-cam-002, 27, 45, 39.087, 40.748, 1149, 1197, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8392, 172, s27-d45-cam-002, 27, 45, 40.748, 48.095, 1197, 1413, take outV, hand,,knife,,drawer,,drawer,cutting-board,take outVhandknifedrawercutting board
8393, 172, s27-d45-cam-002, 27, 45, 48.095, 49.863, 1413, 1465, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
8394, 172, s27-d45-cam-002, 27, 45, 50.748, 53.639, 1491, 1576, washV, hand,,pepper,,,,,,washVhandpepper
8395, 172, s27-d45-cam-002, 27, 45, 53.639, 54.863, 1576, 1612, shakeV, hand,,pepper,,,,,,shakeVhandpepper
8396, 172, s27-d45-cam-002, 27, 45, 55.816, 57.04, 1640, 1676, shakeV, hand,,pepper,,,,,,shakeVhandpepper
8397, 172, s27-d45-cam-002, 27, 45, 68.129, 71.972, 2002, 2115, cut apartV, knife,,pepper,,cutting-board,,cutting-board,,cut apartVknifepeppercutting board
8398, 172, s27-d45-cam-002, 27, 45, 72.244, 110.416, 2123, 3246, cut out insideV, knife,,pepper,,cutting-board,,cutting-board,,cut out insideVknifepeppercutting board
8399, 172, s27-d45-cam-002, 27, 45, 110.816, 119.795, 3257, 3521, cut out insideV, knife,,pepper,,cutting-board,,cutting-board,,cut out insideVknifepeppercutting board
8400, 172, s27-d45-cam-002, 27, 45, 119.932, 124.343, 3526, 3655, gatherV, hand,,seed,pepper ,cutting-board,,cutting-board,,gatherVhandseedcutting board
8401, 172, s27-d45-cam-002, 27, 45, 124.489, 132.789, 3659, 3903, gatherV, knife,,seed,pepper ,cutting-board,,cutting-board,,gatherVknifeseedcutting board
8402, 172, s27-d45-cam-002, 27, 45, 149.523, 156.632, 4395, 4604, throw in garbageV, hand,,seed,pepper ,,,,,throw in garbageVhandseed
8403, 173, s27-d50-cam-002, 27, 50, 5.85, 6.36, 171, 186, enterV, ,,,,,,,,enterV
8404, 173, s27-d50-cam-002, 27, 50, 7.959, 16.53, 233, 485, take outV, hand,,glass-mug,,cupboard,,cupboard,counter,take outVhandglass mugcupboardcounter
8405, 173, s27-d50-cam-002, 27, 50, 18.435, 25.884, 541, 760, take outV, hand,,glass,,cupboard,,cupboard,counter,take outVhandglasscupboardcounter
8406, 173, s27-d50-cam-002, 27, 50, 27.789, 34.506, 816, 1014, take outV, hand,,egg,,fridge,,fridge,,take outVhandeggfridge
8407, 173, s27-d50-cam-002, 27, 50, 34.863, 66.684, 1024, 1960, open eggV, hand,,egg-white,,glass-mug,,glass-mug,,open eggVhandegg whiteglass mug
8408, 173, s27-d50-cam-002, 27, 50, 68.095, 74.693, 2001, 2195, addV, eggshell,,yolk,,eggshell,,eggshell,glass,addVeggshellyolkeggshellglass
8409, 173, s27-d50-cam-002, 27, 50, 75.204, 79.489, 2210, 2336, throw in garbageV, hand,,eggshell,,,,,,throw in garbageVhandeggshell
8410, 174, s27-d54-cam-002, 27, 54, 5.034, 6.53, 147, 191, enterV, ,,,,,,,,enterV
8411, 174, s27-d54-cam-002, 27, 54, 7.857, 19.197, 230, 564, take outV, hand,,mango,,fridge,,fridge,,take outVhandmangofridge
8412, 174, s27-d54-cam-002, 27, 54, 19.285, 21.564, 566, 633, remove labelV, hand,,mango,,,,,,remove labelVhandmango
8413, 174, s27-d54-cam-002, 27, 54, 21.564, 24.965, 633, 733, moveV, hand,,label,mango ,,,,counter,moveVhandlabelcounter
8414, 174, s27-d54-cam-002, 27, 54, 25.578, 31.496, 751, 925, throw in garbageV, hand,,label,mango ,,,,,throw in garbageVhandlabel
8415, 174, s27-d54-cam-002, 27, 54, 34.421, 42.289, 1011, 1243, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
8416, 174, s27-d54-cam-002, 27, 54, 42.414, 44.047, 1246, 1294, moveV, hand,,mango,,counter,,counter,cutting-board,moveVhandmangocountercutting board
8417, 174, s27-d54-cam-002, 27, 54, 45.238, 48.265, 1329, 1418, washV, hand,,mango,,,,,,washVhandmango
8418, 174, s27-d54-cam-002, 27, 54, 48.265, 50.374, 1418, 1480, shakeV, hand,,mango,,,,,,shakeVhandmango
8419, 174, s27-d54-cam-002, 27, 54, 55.224, 61.022, 1623, 1794, take outV, hand,,chefs-knife,,drawer,,drawer,,take outVhandchefs knifedrawer
8420, 174, s27-d54-cam-002, 27, 54, 62.142, 68.843, 1826, 2023, cutV, chefs-knife,,mango,,cutting-board,,cutting-board,,cutVchefs knifemangocutting board
8421, 174, s27-d54-cam-002, 27, 54, 68.843, 73.605, 2023, 2163, pull apartV, hand,,mango,,,,,,pull apartVhandmango
8422, 174, s27-d54-cam-002, 27, 54, 76.428, 89.863, 2246, 2641, cutV, chefs-knife,,mango,,cutting-board,,cutting-board,,cutVchefs knifemangocutting board
8423, 174, s27-d54-cam-002, 27, 54, 89.863, 112.271, 2641, 3300, cut apartV, chefs-knife,,mango,,cutting-board,,cutting-board,,cut apartVchefs knifemangocutting board
8424, 174, s27-d54-cam-002, 27, 54, 112.38, 116.836, 3303, 3434, cut stripesV, chefs-knife,,mango,piece ,cutting-board,,cutting-board,,cut stripesVchefs knifemangocutting board
8425, 174, s27-d54-cam-002, 27, 54, 117.823, 121.292, 3463, 3565, cut stripesV, chefs-knife,,mango,piece ,cutting-board,,cutting-board,,cut stripesVchefs knifemangocutting board
8426, 174, s27-d54-cam-002, 27, 54, 121.292, 131.768, 3565, 3873, sliceV, chefs-knife,,mango,piece ,cutting-board,,cutting-board,,sliceVchefs knifemangocutting board
8427, 174, s27-d54-cam-002, 27, 54, 132.142, 152.763, 3884, 4491, cut diceV, chefs-knife,,mango,sliced ,cutting-board,,cutting-board,,cut diceVchefs knifemangocutting board
8428, 174, s27-d54-cam-002, 27, 54, 159.727, 162.414, 4695, 4774, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
8429, 174, s27-d54-cam-002, 27, 54, 163.061, 173.299, 4793, 5094, take outV, hand,,bowl,,cupboard,,cupboard,counter,take outVhandbowlcupboardcounter
